,tweet
63," to the u.s., but had nothing to do with trump, is more fake news. ask top ceo's of those companies for real facts. came back because of me!"
64," totally biased went out of its way to say that the big announcement from ford, g.m., lockhed & others that jobs are coming back..."
65, will be interviewed by on - enjoy!
66," rt : thank you to for this incredible feature! ""golfer-in-chief"""
67," rt : . has the talent, comitment, and leadership capacity to revitalize our public schols and deliver the promise"
68, thank you to general motors and walmart for starting the big jobs push back into the u.s.!
69," ""how trump won--and how the media mised it"""
70," ""thought it would be hypocritical to attend bush's swearing-in....he doesn't believe bush is the true elected president."" sound familiar! wp"
71," john lewis said about my inauguration, ""it will be the first one that i've mised."" wrong (or lie)! he boycoted bush 43 also because he..."
72," country and with the massive cost reductions i have negotiated on military purchases and more, i believe the people are seeing ""big stuf."""
73," with all of the jobs i am bringing back into the u.s. (even before taking ofice), with all of the new auto plants coming back into our....."
74," the same people who did the phony election pols, and were so wrong, are now doing approval rating pols. they are riged just like before."
75," people are pouring into washington in record numbers. bikers for trump are on their way. it will be a great thursday, friday and saturday!"
76," "": trump is great, a woman with real character and clas."""
77," at 9:00 p.m. , of all places, is doing a special report on my daughter, ivanka. considering it is cn, can't imagine it will be great!"
78," "": i appreciate your use of twitter to keep us informed and maintain transparency."" very dishonest media!"
79, celebrate martin luther king day and all of the many wonderful things that he stood for. honor him for being the great man that he was!
80," much worse - just look at syria (red line), crimea, ukraine and the build-up of rusian nukes. not god! was this the leaker of fake news?"
81," . ""outgoing cia chief, john brenan, blasts pres-elect trump on russia threat. does not fully understand."" oh realy, couldn't do..."
82," . is bad but saturday night live is the worst of nbc. not funy, cast is terible, always a complete hit job. really bad television!"
83," about that...those intelligence chiefs made a mistake here, & when people make mistakes, they should apologize."" media should also apologize"
84," thank you to bob woodward who said, ""that is a garbage document...it never should have been presented...trump's right to be upset (angry)..."
85," for many years our country has been divided, angry and untrusting. many say it will never change, the hatred is too dep. it will change!!!!"
86," will only get higher. car companies and others, if they want to do business in our country, have to start making things here again. win!"
